Id	Area	Bedrooms	Bathrooms	Floors	YearBuilt	Location	Condition	Garage	Price
9422	2621	3	4	4	1999	Noida	Good	Yes	40637939
9423	2750	4	4	2	2026	Chennai	Fair	No	34003814
9424	1164	1	1	3	2006	Ahmedabad	Good	Yes	12970041
9425	1872	2	2	2	2014	Jaipur	Fair	No	17205377
9426	4242	6	5	3	2006	Mysore	Poor	No	30495334
9427	1877	3	3	2	2007	Ahmedabad	Good	Yes	18911412
9428	1520	3	3	4	2011	Pune	Very Good	No	24930871
9429	1499	1	1	3	2016	Bangalore	Good	No	23481906
9430	4556	6	5	1	2001	Mysore	Good	No	37856813
9431	1239	2	2	3	2012	Noida	Fair	Yes	19397990
9432	4441	5	5	1	2022	Kochi	Fair	Yes	40540885
9433	3190	5	4	1	2025	Chennai	Good	No	42396242
9434	1074	2	1	2	2007	Bangalore	Very Good	No	17545178
9435	4977	6	5	4	2004	Ahmedabad	Poor	Yes	43865114
9436	4258	5	4	4	2005	Bangalore	Good	Yes	70456967
9437	1822	3	2	4	2010	Pune	Good	No	29220112
9438	2441	3	3	3	1998	Kochi	Excellent	Yes	26503343
9439	3263	6	5	3	2016	Pune	Fair	No	42747867
9440	4864	6	5	2	2000	Mysore	Good	No	41200847
9441	3361	4	4	3	2007	Pune	Fair	No	45374370
9442	612	1	1	2	2014	Kochi	Good	Yes	6450229
9443	3277	6	5	4	1998	Pune	Good	No	41845626
9444	4706	6	5	3	2026	Hyderabad	Very Good	No	62621157
9445	1054	3	3	3	2000	Chennai	Very Good	No	14019810
9446	2688	5	5	3	2008	Hyderabad	Fair	No	27918649
9447	835	1	2	4	2015	Kochi	Very Good	No	9729404
9448	3918	6	5	4	2008	Bangalore	Fair	Yes	60734965
9449	1447	1	2	1	2002	Delhi	Very Good	No	26726590
9450	3815	5	5	3	2000	Chennai	Fair	No	41557395
9451	4694	6	5	2	2019	Pune	Poor	No	57370036
9452	4440	6	5	4	2004	Coimbatore	Excellent	No	48695771
9453	4150	6	5	3	2026	Hyderabad	Very Good	No	56708324
9454	2845	4	4	2	2015	Mysore	Excellent	No	30514315
9455	850	1	1	2	2020	Chennai	Fair	No	11383974
9456	2845	5	5	1	2006	Delhi	Good	Yes	55254000
9457	2328	4	3	4	2000	Noida	Very Good	Yes	41023854
9458	3215	6	5	3	2012	Bangalore	Good	Yes	50874379
9459	2672	4	4	2	2019	Delhi	Fair	Yes	44113814
9460	1846	3	4	4	2006	Coimbatore	Poor	No	15190222
9461	4676	6	5	3	2025	Mumbai	Good	Yes	115285608
9462	2218	4	4	4	2002	Chennai	Good	Yes	29430589
9463	4986	6	5	4	2010	Ahmedabad	Fair	Yes	45512376
9464	2415	3	4	2	2021	Delhi	Good	Yes	46428903
9465	2238	3	3	4	2004	Kochi	Good	Yes	21759532
9466	1847	3	3	1	2026	Kochi	Very Good	No	21167426
9467	3793	5	5	2	2014	Mumbai	Good	Yes	93195733
9468	1963	2	2	4	2021	Mysore	Poor	No	14679109
9469	2063	4	5	4	2018	Coimbatore	Poor	Yes	18499327
9470	565	1	2	1	1998	Pune	Fair	Yes	7077643
9471	1833	2	1	2	2010	Hyderabad	Good	Yes	23363705
9472	3356	4	4	3	2007	Pune	Excellent	No	61795792
9473	4365	6	5	1	2005	Kochi	Very Good	Yes	47824554
9474	3945	6	5	4	2000	Noida	Fair	No	48712311
9475	4738	6	5	3	2013	Kochi	Very Good	No	52684291
9476	2272	3	4	3	2007	Mumbai	Good	No	49008380
9477	4938	6	5	2	2024	Pune	Good	No	83616832
9478	3500	6	5	1	2001	Jaipur	Good	Yes	34132133
9479	2512	3	2	3	2012	Delhi	Very Good	Yes	53418166
9480	1895	3	3	1	2019	Delhi	Fair	No	30963988
9481	2201	3	3	1	2020	Jaipur	Excellent	Yes	27244129
9482	4220	6	5	3	2015	Chennai	Excellent	Yes	69750791
9483	1756	3	4	3	2004	Jaipur	Very Good	Yes	19751254
9484	2210	2	2	3	2020	Hyderabad	Good	Yes	29336813
9485	4379	6	5	2	2014	Mumbai	Very Good	Yes	106317307
9486	4393	6	5	2	2022	Chennai	Fair	No	56094124
9487	4708	6	5	4	2008	Delhi	Very Good	No	97647125
9488	3183	5	5	3	2004	Jaipur	Very Good	Yes	32389783
9489	4398	6	5	4	2020	Bangalore	Very Good	Yes	77268683
9490	1264	2	1	1	2010	Mumbai	Good	No	26486990
9491	3496	5	5	4	2002	Chennai	Good	No	40335986
9492	1847	2	3	4	2022	Mumbai	Very Good	No	52173766
9493	4046	5	5	3	2018	Delhi	Excellent	No	88349548
9494	3146	4	4	4	1998	Mysore	Excellent	No	30221997
9495	2984	4	4	1	2010	Ahmedabad	Fair	Yes	28764057
9496	3799	5	5	3	2004	Jaipur	Fair	Yes	29970635
9497	2678	4	4	3	2026	Delhi	Very Good	Yes	57229822
9498	2559	3	2	4	2003	Hyderabad	Fair	Yes	27852332
9499	4590	6	5	3	2008	Mumbai	Very Good	Yes	114015371
9500	1696	2	2	4	2008	Mysore	Very Good	No	17518777
9501	4220	5	5	2	2011	Pune	Fair	Yes	53895725
9502	3119	3	3	4	2015	Coimbatore	Very Good	Yes	32734938
9503	4637	6	5	3	2008	Mysore	Fair	Yes	34975429
9504	1640	2	3	3	2011	Mumbai	Fair	Yes	31847388
9505	3187	4	4	3	1998	Mumbai	Very Good	No	76076977
9506	986	1	1	2	2010	Delhi	Very Good	Yes	19879083
9507	2008	4	5	4	2022	Jaipur	Very Good	Yes	22646836
9508	507	1	1	3	2016	Mysore	Good	Yes	5170059
9509	3193	5	5	4	2017	Mysore	Good	No	27707557
9510	1424	2	2	1	2002	Kochi	Fair	Yes	13613412
9511	1965	3	2	4	2021	Kochi	Good	No	21715088
9512	4929	6	5	1	2008	Mysore	Good	Yes	43424530
9513	2064	4	3	3	2024	Ahmedabad	Very Good	No	28675244
9514	2026	2	1	1	2017	Noida	Excellent	No	37187406
9515	697	1	1	2	2014	Mysore	Good	Yes	6912854
9516	2345	3	3	3	2023	Noida	Excellent	Yes	51396438
9517	1000	2	2	2	2011	Bangalore	Very Good	Yes	18098637
9518	1392	3	2	1	2009	Delhi	Poor	Yes	20384010
9519	1625	1	1	4	1999	Chennai	Very Good	Yes	22672251
9520	1265	1	1	1	2014	Mumbai	Fair	No	25370087
9521	3223	5	5	3	2009	Mysore	Good	No	27830657
9522	3428	6	5	1	2026	Ahmedabad	Very Good	No	44913407
9523	778	1	2	4	2020	Kochi	Good	Yes	9383512
9524	1429	1	1	4	2022	Chennai	Very Good	Yes	20284448
9525	2054	3	3	4	2023	Mysore	Fair	No	16865624
9526	1021	2	3	2	2005	Mysore	Good	No	8940379
9527	1924	3	3	2	2005	Chennai	Very Good	Yes	25424987
9528	1933	2	1	2	2014	Mysore	Very Good	No	19663121
9529	1297	2	2	2	2001	Mysore	Good	Yes	12029499
9530	4665	6	5	4	2001	Bangalore	Poor	Yes	54316497
9531	2727	4	4	2	2002	Chennai	Good	No	33939720
9532	1165	1	1	1	2006	Ahmedabad	Good	Yes	12450940
9533	2570	5	5	1	2018	Coimbatore	Fair	No	22069630
9534	3150	4	4	3	2013	Mumbai	Good	Yes	71682842
9535	2201	2	2	2	2003	Mysore	Very Good	Yes	21169460
9536	1709	2	3	4	2015	Noida	Good	No	27696270
9537	2128	3	2	1	2019	Kochi	Fair	No	20918780
9538	2208	4	4	2	1999	Coimbatore	Fair	Yes	16902404
9539	508	1	1	2	2022	Noida	Good	Yes	9025290
9540	3226	5	4	3	2000	Pune	Good	No	41489776
9541	627	1	2	4	2019	Mumbai	Good	No	15445357
9542	623	2	2	4	2002	Jaipur	Very Good	Yes	7008720
9543	1484	1	2	4	2023	Chennai	Good	Yes	20946063
9544	4258	5	4	3	2016	Kochi	Good	Yes	41959286
9545	1726	1	1	3	2002	Coimbatore	Very Good	No	16242147
9546	1927	4	5	1	2005	Mumbai	Good	No	40321266
9547	3911	6	5	1	2009	Pune	Very Good	No	65845150
9548	3643	5	4	4	2022	Mumbai	Good	Yes	93790666
9549	1139	1	1	3	2023	Ahmedabad	Good	Yes	12620114
9550	761	1	1	4	2012	Jaipur	Very Good	No	7891425
9551	3805	5	5	3	2009	Chennai	Good	Yes	51198026
9552	4446	6	5	1	2008	Coimbatore	Very Good	Yes	43647507
9553	1375	2	1	4	2026	Coimbatore	Excellent	Yes	17619737
9554	1734	1	1	3	2012	Delhi	Good	Yes	30706529
9555	2525	5	5	3	2023	Kochi	Poor	No	24893619
9556	2361	3	3	3	2016	Pune	Good	Yes	36152493
9557	4195	5	5	3	1998	Coimbatore	Fair	No	34067256
9558	2310	2	2	4	2017	Mumbai	Very Good	Yes	57144948
9559	1547	2	2	4	2014	Noida	Excellent	No	31458044
9560	1043	1	2	3	2015	Bangalore	Good	Yes	17385094
9561	1852	2	2	2	2019	Kochi	Fair	Yes	17877088
9562	2916	4	4	2	2014	Jaipur	Good	No	26945492
9563	2073	2	3	3	2021	Ahmedabad	Good	No	23483224
9564	1071	1	2	2	2007	Mumbai	Good	Yes	25775239
9565	3739	6	5	2	2012	Jaipur	Good	Yes	35990708
9566	546	2	3	3	2018	Delhi	Very Good	Yes	13076921
9567	3816	4	5	2	2022	Ahmedabad	Good	No	45008868
9568	1499	3	3	4	2026	Chennai	Fair	Yes	20668425
9569	4392	5	5	1	1998	Delhi	Very Good	Yes	80652258
9570	1973	3	3	4	1999	Noida	Very Good	Yes	33693916
9571	613	2	3	1	2005	Pune	Very Good	Yes	10916233
9572	4172	5	5	1	2019	Chennai	Good	Yes	52563639
9573	2119	4	5	4	2004	Kochi	Very Good	Yes	25294190
9574	3924	6	5	3	2005	Mysore	Good	No	33221558
9575	4134	6	5	3	2008	Delhi	Excellent	No	83627284
9576	3607	4	3	2	2012	Chennai	Very Good	No	53373705
9577	932	1	1	1	2015	Noida	Excellent	No	19330653
9578	2542	5	4	2	2006	Chennai	Very Good	No	35656309
9579	1996	4	3	4	2007	Ahmedabad	Fair	No	19610098
9580	4265	6	5	3	2015	Noida	Poor	Yes	56964397
9581	1415	2	1	2	2010	Noida	Very Good	No	23907331
9582	2347	3	4	2	2000	Mumbai	Good	Yes	52445817
9583	2247	3	3	1	2009	Coimbatore	Excellent	No	26380447
9584	699	1	1	4	2013	Noida	Very Good	Yes	13890027
9585	3052	4	4	1	2003	Mysore	Very Good	No	27551297
9586	4974	6	5	3	2010	Coimbatore	Very Good	Yes	52014811
9587	4351	6	5	4	2013	Kochi	Very Good	No	48393856
9588	2137	3	3	3	2020	Ahmedabad	Good	Yes	25226021
9589	1291	2	2	4	2008	Pune	Fair	No	17724774
9590	2890	4	4	4	1998	Jaipur	Very Good	No	26760350
9591	2663	4	4	4	2020	Jaipur	Good	Yes	29778074
9592	1979	4	4	2	2026	Coimbatore	Excellent	Yes	27112949
9593	4698	6	5	2	2004	Pune	Good	Yes	64039678
9594	2502	4	4	4	2002	Mumbai	Good	No	54630999
9595	564	1	1	3	1998	Jaipur	Very Good	Yes	6082678
9596	1250	2	3	2	2018	Mumbai	Fair	Yes	25747089
9597	4536	5	4	3	2023	Chennai	Very Good	Yes	66355330
9598	1624	3	4	3	1999	Pune	Good	Yes	24176661
9599	4917	6	5	1	2003	Chennai	Good	No	55651952
9600	3863	6	5	2	2021	Kochi	Good	No	39466860
9601	4170	5	5	4	2012	Bangalore	Excellent	Yes	85894608
9602	853	1	1	3	2003	Ahmedabad	Fair	Yes	7779926
9603	667	1	2	1	2016	Noida	Good	Yes	10763754
9604	2883	5	5	2	2012	Noida	Excellent	No	59083610
9605	4266	6	5	2	2024	Ahmedabad	Good	Yes	46142694
9606	1702	3	2	2	2003	Coimbatore	Fair	No	14397104
9607	3408	6	5	1	2018	Jaipur	Good	No	36300794
9608	2028	4	4	2	2014	Jaipur	Very Good	Yes	21989798
9609	1054	3	4	1	1998	Mumbai	Very Good	Yes	24307436
9610	2989	4	5	3	2024	Mumbai	Good	Yes	70678330
9611	662	1	2	4	2003	Mysore	Fair	No	6140405
9612	667	1	2	2	2026	Kochi	Good	Yes	7588066
9613	2390	3	3	1	2000	Mysore	Good	Yes	19639034
9614	3005	4	5	1	2019	Noida	Good	Yes	49669364
9615	4286	6	5	1	2013	Bangalore	Poor	No	60517560
9616	4303	6	5	3	2000	Chennai	Good	No	54247628
9617	1725	1	1	1	1998	Mumbai	Very Good	Yes	39864233
9618	708	1	2	4	2007	Kochi	Very Good	Yes	8297748
9619	1616	2	1	4	2014	Bangalore	Good	No	27650848
9620	4328	6	5	3	2015	Mumbai	Excellent	Yes	116184427
9621	3013	4	5	2	2020	Hyderabad	Fair	Yes	35818222
9622	3836	5	5	3	1998	Kochi	Very Good	Yes	37239934
9623	1432	1	2	1	2006	Noida	Very Good	No	23338760
9624	924	1	2	3	2000	Kochi	Very Good	No	9327373
9625	4568	6	5	4	2018	Bangalore	Very Good	Yes	86794802
9626	3033	4	4	4	2017	Noida	Fair	No	41746149
9627	3507	4	4	2	2025	Ahmedabad	Very Good	Yes	47420028
9628	1080	3	2	4	2004	Delhi	Good	No	20147354
9629	4184	6	5	3	2025	Delhi	Good	Yes	82432211
9630	500	1	1	3	2017	Hyderabad	Good	Yes	6698678
9631	4921	6	5	1	2004	Bangalore	Very Good	No	80181731
9632	2808	4	4	1	2007	Mumbai	Good	Yes	60946242
9633	4574	6	5	3	2002	Bangalore	Excellent	Yes	87666102
9634	3602	6	5	1	2017	Jaipur	Fair	No	33086773
9635	4971	6	5	2	2012	Kochi	Very Good	Yes	52036688
9636	3432	6	5	4	2020	Bangalore	Good	Yes	58417321
9637	4576	6	5	1	2006	Hyderabad	Excellent	Yes	61561559
9638	1086	2	2	1	2016	Mumbai	Excellent	Yes	31728563
9639	1435	2	2	1	2008	Delhi	Fair	No	21765611
9640	4795	6	5	4	2018	Kochi	Good	No	53619301
9641	2160	2	2	2	2010	Delhi	Very Good	No	45356063
9642	1890	4	5	3	2011	Mumbai	Good	Yes	42006353
9643	1566	2	2	1	2017	Coimbatore	Fair	No	13401798
9644	2640	5	5	4	2026	Ahmedabad	Excellent	Yes	38547125
9645	1993	2	2	2	2007	Chennai	Very Good	No	26694075
9646	1560	2	1	2	2026	Noida	Very Good	No	28217204
9647	3576	5	5	4	2016	Pune	Excellent	Yes	62919365
9648	1968	2	2	3	2017	Bangalore	Good	Yes	32352260
9649	3927	6	5	2	2026	Pune	Good	Yes	64443033
9650	2907	4	5	1	2008	Bangalore	Very Good	Yes	54778245
9651	1959	3	4	3	2019	Bangalore	Good	No	32821900
9652	962	1	1	2	2021	Chennai	Excellent	No	15053167
9653	1429	3	3	4	1998	Jaipur	Very Good	Yes	13988522
9654	1975	3	3	4	2006	Jaipur	Very Good	No	19130763
9655	772	2	2	3	2007	Jaipur	Very Good	Yes	8710762
9656	4282	6	5	3	2015	Kochi	Good	No	46853975
9657	1067	3	4	1	2025	Ahmedabad	Fair	Yes	12839077
9658	1452	3	3	1	2009	Coimbatore	Very Good	No	14521899
9659	2537	4	5	1	2016	Bangalore	Very Good	No	45793991
9660	4071	6	5	2	2025	Ahmedabad	Good	No	50613179
9661	4168	6	5	2	2016	Noida	Good	Yes	70188759
9662	557	1	1	3	2008	Delhi	Poor	No	9043369
9663	2891	3	3	1	2025	Jaipur	Good	Yes	32054166
9664	4541	6	5	2	2011	Noida	Good	Yes	70604849
9665	4661	6	5	3	2013	Mysore	Fair	Yes	40481931
9666	4582	6	5	2	2018	Noida	Fair	No	63569180
9667	3376	4	3	4	2026	Pune	Good	Yes	57267741
9668	2810	5	4	3	1999	Mysore	Fair	Yes	20029765
9669	4433	6	5	4	2001	Mysore	Good	Yes	34696710
9670	754	1	1	1	2016	Ahmedabad	Fair	No	7597134
9671	905	1	2	3	2000	Mumbai	Good	No	19309248
9672	4513	5	5	1	2012	Coimbatore	Very Good	Yes	46256980
9673	2104	3	3	3	2021	Kochi	Good	No	21532887
9674	2324	4	4	1	2024	Bangalore	Good	Yes	42818265
9675	3591	6	5	2	2003	Noida	Very Good	No	59539540
9676	3303	5	5	2	2010	Mysore	Good	Yes	28302104
9677	4063	6	5	1	2022	Bangalore	Poor	Yes	55330181
9678	3750	5	4	2	2023	Jaipur	Good	No	37411958
9679	4950	6	5	4	2017	Chennai	Excellent	Yes	80112639
9680	4664	6	5	4	2002	Hyderabad	Fair	Yes	50389251
9681	3926	6	5	3	1998	Mumbai	Excellent	No	91564697
9682	1780	3	2	3	2003	Jaipur	Good	Yes	16163368
9683	2609	4	4	3	1998	Delhi	Fair	Yes	41295469
9684	1462	3	3	3	2013	Mumbai	Poor	No	27439739
9685	4868	6	5	3	2007	Bangalore	Very Good	No	82507062
9686	2301	2	3	3	2004	Mumbai	Excellent	No	56840140
9687	4853	6	5	3	2001	Pune	Very Good	No	72941321
9688	1324	2	2	2	2012	Mysore	Fair	No	10711079
9689	1964	3	4	2	2009	Hyderabad	Excellent	No	29134278
9690	1090	2	3	3	2001	Mysore	Very Good	Yes	11259329
9691	2030	4	4	1	2019	Delhi	Very Good	Yes	46745620
9692	1942	2	2	4	2022	Jaipur	Very Good	No	20540861
9693	1448	1	1	3	2022	Delhi	Very Good	Yes	32755590
9694	1561	3	3	4	2015	Hyderabad	Good	No	21086853
9695	4872	6	5	4	2009	Hyderabad	Excellent	No	68437299
9696	2677	4	4	3	2013	Pune	Excellent	No	45913066
9697	675	2	3	2	2000	Kochi	Very Good	Yes	8780372
9698	1807	2	2	3	2001	Kochi	Very Good	Yes	17924417
9699	4627	6	5	2	2018	Mumbai	Fair	Yes	105534558
9700	3654	6	5	4	2011	Hyderabad	Good	Yes	45162285
9701	3497	5	4	3	2010	Noida	Very Good	No	64064448
9702	3200	5	5	1	2007	Hyderabad	Excellent	No	44389724
9703	3256	5	5	4	2009	Hyderabad	Very Good	No	44894850
9704	2278	3	3	3	2008	Mumbai	Excellent	No	61129697
9705	4881	6	5	4	1999	Ahmedabad	Very Good	Yes	49458754
9706	4091	6	5	1	1999	Delhi	Poor	Yes	54768866
9707	2646	3	3	1	2024	Mumbai	Good	No	68618289
9708	2197	3	2	2	2022	Hyderabad	Very Good	Yes	32432357
9709	3634	5	4	1	2000	Ahmedabad	Excellent	Yes	43883590
9710	4183	6	5	4	2023	Hyderabad	Excellent	No	66129427
9711	3364	5	4	3	2003	Mysore	Fair	No	24607478
9712	2893	4	3	3	2008	Jaipur	Good	Yes	29352636
9713	3633	4	4	4	2023	Coimbatore	Good	No	37480671
9714	3537	5	5	3	2009	Ahmedabad	Good	No	40033039
9715	3618	5	5	2	2002	Bangalore	Good	No	52850937
9716	1374	3	3	3	2008	Pune	Very Good	No	22694245
9717	3906	6	5	1	2014	Mumbai	Poor	Yes	71535763
9718	3431	6	5	2	2021	Bangalore	Fair	No	54314547
9719	1309	1	1	2	2001	Jaipur	Very Good	Yes	12204057
9720	2591	5	5	4	2023	Jaipur	Good	No	29513499
9721	776	2	1	1	2005	Bangalore	Very Good	No	12587175
9722	4113	6	5	4	2002	Pune	Very Good	Yes	60202191
9723	719	1	2	3	2008	Mumbai	Very Good	Yes	19460914
9724	2369	3	3	1	2011	Mysore	Good	No	22457938
9725	2240	4	4	3	2015	Delhi	Poor	No	36193018
9726	3648	4	5	4	2022	Ahmedabad	Very Good	Yes	42705574
9727	2910	5	5	4	2024	Chennai	Very Good	No	47222351
9728	3182	5	5	4	2023	Delhi	Good	Yes	64325913
9729	2294	3	4	2	2013	Hyderabad	Very Good	No	29517982
9730	617	1	1	2	2009	Kochi	Good	No	6077087
9731	2748	3	2	1	2000	Mumbai	Good	No	60363715
9732	578	1	2	4	2024	Kochi	Good	Yes	7771803
9733	4235	6	5	1	2004	Chennai	Very Good	No	59372798
9734	3135	3	3	4	2019	Coimbatore	Good	Yes	30132235
9735	3757	4	5	4	2008	Delhi	Good	No	72895883
9736	4675	6	5	4	2009	Kochi	Very Good	No	48315557
9737	4086	5	5	3	2010	Kochi	Good	Yes	42430735
9738	4014	5	5	1	2002	Pune	Good	Yes	55282585
9739	1970	3	3	2	2008	Delhi	Good	Yes	35582948
9740	1189	3	4	2	2005	Hyderabad	Very Good	No	14881885
9741	3341	5	5	3	2021	Mumbai	Fair	No	76236079
9742	4657	6	5	3	2019	Pune	Good	No	73567452
9743	2088	3	3	1	1998	Kochi	Good	Yes	20085852
9744	2797	4	3	2	2008	Noida	Good	No	41449037
9745	1665	2	2	4	2005	Hyderabad	Good	No	21076839
9746	2021	2	3	4	2000	Chennai	Good	Yes	25741385
9747	564	1	2	4	2025	Coimbatore	Very Good	No	6860062
9748	730	2	3	4	2026	Mumbai	Good	Yes	20572112
9749	2553	5	5	1	2010	Jaipur	Good	Yes	25136594
9750	1483	1	2	1	2016	Mumbai	Good	Yes	36027227
9751	1433	1	2	2	2005	Ahmedabad	Excellent	No	17780078
9752	3923	6	5	4	2020	Coimbatore	Very Good	No	39727160
9753	2051	3	3	2	2023	Hyderabad	Excellent	No	34542758
9754	2067	3	2	2	2001	Mysore	Good	Yes	17072647
9755	4487	6	5	3	2005	Mumbai	Fair	Yes	89355599
9756	1601	2	2	2	2003	Pune	Excellent	No	27793044
9757	845	1	2	3	1998	Kochi	Good	Yes	8012459
9758	2975	4	4	1	2018	Coimbatore	Good	Yes	28567719
9759	3316	6	5	1	2020	Chennai	Fair	Yes	39746891
9760	937	1	1	3	2015	Coimbatore	Excellent	No	10891779
9761	2277	4	4	1	2015	Ahmedabad	Excellent	Yes	29018666
9762	3662	6	5	2	2017	Kochi	Very Good	Yes	40533646
9763	3797	4	4	3	2011	Bangalore	Very Good	Yes	69131401
9764	851	1	2	3	2006	Jaipur	Very Good	No	9382588
9765	564	1	2	4	2023	Kochi	Good	Yes	7761154
9766	1577	2	2	3	2013	Coimbatore	Excellent	No	18809938
9767	1164	2	3	4	2016	Mumbai	Very Good	Yes	30145653
9768	514	2	2	4	2025	Ahmedabad	Poor	Yes	6438555
9769	681	1	1	4	2004	Kochi	Very Good	Yes	7805033
9770	4940	6	5	4	2024	Mysore	Good	No	47197360
9771	2194	3	3	2	2025	Coimbatore	Very Good	No	25615031
9772	2207	2	1	1	2003	Jaipur	Very Good	No	21320170
9773	4604	6	5	1	1998	Kochi	Good	No	40872779
9774	1910	2	1	3	2022	Noida	Good	Yes	29828359
9775	4524	5	5	2	2012	Pune	Excellent	Yes	83578152
9776	4175	6	5	2	2013	Pune	Very Good	Yes	73426204
9777	4497	6	5	1	2013	Hyderabad	Fair	No	51454989
9778	1558	1	1	4	2026	Noida	Very Good	Yes	30062046
9779	2540	5	5	2	2021	Bangalore	Very Good	Yes	51813751
9780	3661	5	5	1	2002	Hyderabad	Fair	Yes	40086383
9781	2484	4	3	2	2001	Mumbai	Very Good	Yes	59875567
9782	568	1	2	4	2011	Hyderabad	Good	No	8026092
9783	2222	2	1	2	2005	Mysore	Good	No	18079795
9784	539	2	1	3	1999	Kochi	Excellent	No	6348664
9785	4543	6	5	1	2010	Chennai	Good	Yes	60415530
9786	4391	6	5	3	2015	Mysore	Good	Yes	41159361
9787	4720	6	5	3	2000	Ahmedabad	Good	No	46413013
9788	2324	4	3	4	2018	Delhi	Very Good	Yes	49375312
9789	688	1	2	1	1999	Ahmedabad	Excellent	No	8904659
9790	2774	4	4	4	2005	Bangalore	Poor	Yes	34095985
9791	2600	5	5	3	2018	Mumbai	Fair	Yes	54313884
9792	3100	4	5	3	2025	Bangalore	Very Good	Yes	56613383
9793	3343	5	4	1	1999	Jaipur	Good	No	30271603
9794	3325	4	3	2	2021	Delhi	Excellent	No	80726591
9795	1675	1	1	2	2022	Bangalore	Good	Yes	27000382
9796	937	2	2	1	1998	Mumbai	Very Good	Yes	22815450
9797	1497	2	2	3	2010	Mumbai	Very Good	No	34804862
9798	2497	4	4	1	2026	Jaipur	Very Good	No	27214565
9799	2281	3	3	4	2001	Chennai	Poor	No	23583396
9800	1823	2	3	1	1999	Mysore	Good	Yes	15494044
9801	816	2	2	1	2014	Pune	Good	No	13266245
9802	4907	6	5	1	2005	Hyderabad	Very Good	Yes	64690335
9803	4300	6	5	2	2022	Ahmedabad	Good	Yes	46853586
9804	2621	4	4	4	2005	Delhi	Excellent	Yes	56030316
9805	1386	3	2	4	2016	Ahmedabad	Poor	No	12370646
9806	4492	6	5	1	2020	Pune	Good	No	70700536
9807	2668	3	3	4	2006	Coimbatore	Good	No	25633526
9808	910	1	1	2	2008	Hyderabad	Fair	Yes	10364039
9809	574	1	2	4	2015	Coimbatore	Good	No	5788259
9810	3219	5	5	1	2009	Kochi	Good	Yes	31668052
9811	4579	6	5	3	2003	Jaipur	Fair	No	34764424
9812	4455	6	5	1	2002	Mumbai	Good	Yes	89341374
9813	3129	4	3	2	2013	Coimbatore	Very Good	No	34141207
9814	1470	3	3	2	2007	Ahmedabad	Poor	Yes	12645695
9815	2468	4	3	4	2005	Chennai	Good	Yes	31640018
9816	2226	3	3	1	2002	Ahmedabad	Very Good	No	24729876
9817	4463	6	5	4	2021	Chennai	Very Good	No	67444222
9818	3697	4	5	3	2004	Coimbatore	Very Good	Yes	38280939
9819	4656	6	5	1	2002	Jaipur	Good	Yes	39981223
9820	1377	2	2	2	1998	Kochi	Excellent	Yes	15462219
9821	4026	6	5	4	2002	Ahmedabad	Good	No	40788319
9822	4460	6	5	4	2016	Coimbatore	Excellent	Yes	55231558
9823	1742	2	3	2	1999	Jaipur	Good	Yes	16841818
9824	1159	2	3	4	2024	Kochi	Very Good	Yes	14407960
9825	2041	2	1	3	2014	Jaipur	Good	Yes	19411815
9826	1642	1	1	2	2007	Hyderabad	Excellent	No	21928526
9827	3911	6	5	1	2007	Delhi	Good	No	72202511
9828	4077	6	5	4	2009	Kochi	Fair	No	35295915
9829	3634	4	4	4	2015	Ahmedabad	Good	No	42197223
9830	2171	3	3	1	2000	Pune	Very Good	No	30785627
9831	3106	3	3	2	2009	Chennai	Very Good	No	42091904
9832	4626	6	5	1	2009	Pune	Very Good	Yes	77248736
9833	3221	4	4	4	2001	Noida	Good	Yes	48273042
9834	3918	6	5	3	2025	Coimbatore	Good	Yes	39883531
9835	2885	4	4	1	1999	Hyderabad	Very Good	Yes	38161265
9836	884	2	3	1	2017	Hyderabad	Good	No	11421392
9837	4604	6	5	2	2006	Noida	Good	Yes	68543297
9838	3822	4	4	1	1998	Delhi	Fair	Yes	58579101
9839	1407	2	2	1	2020	Noida	Very Good	No	24534425
9840	4152	6	5	2	2008	Hyderabad	Excellent	Yes	62044306
9841	2019	4	3	4	2022	Hyderabad	Excellent	No	32453027
9842	3431	4	4	4	2006	Jaipur	Good	No	30686445
9843	1820	2	1	2	2022	Kochi	Fair	No	17153379
9844	2817	4	4	1	2014	Chennai	Fair	Yes	33667880
9845	2657	5	5	1	2026	Noida	Very Good	No	49810121
9846	1106	3	4	1	2020	Mysore	Very Good	No	12478467
9847	1811	4	4	2	2018	Ahmedabad	Poor	No	17656277
9848	2556	4	5	2	1998	Delhi	Very Good	No	45893562
9849	1412	2	2	2	2002	Chennai	Good	No	17277773
9850	812	1	1	4	2004	Ahmedabad	Good	Yes	9562606
9851	2565	3	3	4	2003	Jaipur	Good	Yes	25132169
9852	4104	6	5	1	2011	Delhi	Good	Yes	72584645
9853	2444	3	2	2	2004	Kochi	Good	Yes	24508852
9854	3080	4	4	1	1999	Hyderabad	Fair	No	32085077
9855	4162	5	5	1	2007	Chennai	Good	No	51358682
9856	2094	3	2	4	2023	Pune	Good	No	36049456
9857	3031	4	4	1	2013	Bangalore	Good	No	53032768
9858	1885	3	4	3	2012	Mumbai	Excellent	No	48241176
9859	4239	6	5	4	2014	Coimbatore	Excellent	No	47167807
9860	1696	3	3	1	1999	Hyderabad	Good	No	18906648
9861	4802	6	5	2	2016	Kochi	Good	No	49365211
9862	652	1	2	2	2002	Hyderabad	Very Good	Yes	8815356
